article_id,title,link,paragraph
1631,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,Through Ethiopia the route is tarred but some sections may have deteriorated severely. A paved road from Lake Tana to Gedaref takes the route into Sud
1632,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,"The team played in 1979–80 as ""Zimbabwe-Rhodesia"", and left the competition for good at the close of that season after Zimbabwe officially became inde"
1633,Scouting in Zambia,https://en.wikipedia.org/wiki/Scouting_in_Zambia,"In addition, there are American Boy Scouts in Lusaka, linked to the Direct Service branch of the Boy Scouts of America, which supports units around th"
1634,"Federation of Rhodesia and Nyasaland election, 1953","https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland_election,_1953","Paul Brereton (Federal Party), one of the ordinary members for Nyasaland, died on 21 July 1958. The seat was left vacant due to the imminent federal e"
1635,Roman Catholic Diocese of Mansa,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Mansa,The Roman Catholic Archdiocese of Mansa (Latin: Mansaën(sis)) is a suffragan diocese in the city of Mansa in the ecclesiastical province of Kasama in 
1636,Zambia Railways,https://en.wikipedia.org/wiki/Zambia_Railways,"There are no current international passenger services of the ZR, only of the TAZARA railway. Some tour companies have run special services on the ZR n"
1637,Luapula Province border dispute,https://en.wikipedia.org/wiki/Luapula_Province_border_dispute,"In the same year, 1958, D F Smith, District Assistant and a team of 11 Africans (2 of whom claimed to know where Cape Akalunga was) visited Mporokoso "
1638,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,The website African Almanac has reviewed schools in Africa and posted a Top 100 Schools and lists the Banani School as the #93 secondary school for 20
1639,Chengelo Secondary School,https://en.wikipedia.org/wiki/Chengelo_Secondary_School,"Ndubaluba also caters to overseas groups, local Government schools, schools for children with special needs, corporations and independent schools in Z"
1640,Congo River,https://en.wikipedia.org/wiki/Congo_River,The drainage basin of the Congo River includes most of Central Africa. The main river and tributaries are (sorted in order from the mouth heading upst
1641,"Zambian general election, 2006","https://en.wikipedia.org/wiki/Zambian_general_election,_2006",Former president Kenneth Kaunda backed Hichilema and expressed disapproval for Sata.[4] Former president Frederick Chiluba urged people to vote for Sa
1642,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,"The decline of Great Zimbabwe, due to increasing trade competition from other Kalanga/Shona kingdoms like Khami and Mutapa, spelt the end of Ingombe I"
1643,Munali Secondary School,https://en.wikipedia.org/wiki/Munali_Secondary_School,"In 1994 girls were introduced into the junior school and in 2001, given own high school. The girls school was headed[when?] by Mrs. Sumbwa and Mrs. Ch"
1644,Lake Ishiba Ng'andu,https://en.wikipedia.org/wiki/Lake_Ishiba_Ng%27andu,"In the early 20th century, it was the inspiration for the nearby Shiwa Ngandu estate built by Stewart Gore-Browne, who used a variant spelling of the "
1645,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"The odd-toed ungulates are browsing and grazing mammals. They are usually large to very large, and have relatively simple stomachs and a large middle "
1646,Kafue River,https://en.wikipedia.org/wiki/Kafue_River,"It has a mean flow rate of 320 m³/s through its lower half, with high seasonal variations. The river discharges 10 km³ per year into the Zambezi River"
1647,United National Independence Party,https://en.wikipedia.org/wiki/United_National_Independence_Party,"In the 1968 general elections, Kaunda was re-elected president with 82% of the vote, and UNIP won 81 of the 105 elected seats in the National Assembly"
1648,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"Since Zambia's independence, three dams have been built on the Kafue River: the Kafue Gorge Upper Dam, Kafue Gorge Lower Dam and the Itezhi-Tezhi Dam."
1649,Zambia Airways,https://en.wikipedia.org/wiki/Zambia_Airways,"Zambia Airways is the flag carrier of the Republic of Zambia. The airline is based in Lusaka, Zambia with its hub at Kenneth Kaunda International Airp"
1650,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,"The bridge was officially opened by the President of Namibia, Dr. Sam Nujoma, and President of Zambia, Levy Mwanawasa on 13 May 2004, in Katima Mulilo"
1651,Shona language,https://en.wikipedia.org/wiki/Shona_language,"Maho (2009) recognizes Korekore, Zezuru, Manyika, Karanga, and Ndau as distinct languages within the Shona cluster, with Kalanga being more divergent."
1652,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,"The ceremony is preceded by heavy drumming of the royal Maoma drums, which echoes around the royal capital the day before Kuomboka, announcing the eve"
1653,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"The nearby national park in Zambia is named Mosi-oa-Tunya, whereas the national park and town on the Zimbabwean shore are both named Victoria Falls.[5"
1654,Movement for Multiparty Democracy,https://en.wikipedia.org/wiki/Movement_for_Multiparty_Democracy,The judgement was passed two weeks before the election date and partially due to that the MMD with Dr. Mumba as its candidate received just about 0.9%
1655,Shona language,https://en.wikipedia.org/wiki/Shona_language,"The writing system for the Shona language was codified during the 20th century. The first novel in the Shona language, Feso, was published in 1957.[14"
1656,Zambia national basketball team,https://en.wikipedia.org/wiki/Zambia_national_basketball_team,The Zambia national basketball team represents Zambia in international competitions. It is administrated by the Zambia Basketball Association (ZBA).[2
1657,Shona language,https://en.wikipedia.org/wiki/Shona_language,The larger group of historically related languages—called Shona languages by linguists—also includes Ndau (Eastern Shona) and Kal anga (Western Shona)
1658,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),"An 8000-year-old dugout canoe was found by archaeologists in Kuahuqiao, Zhejiang Province, in east China.[4] This is the earliest canoe found in Asia."
1659,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,"The fossil skull remains of Broken Hill Man, dated between 300,000 and 125,000 years BC, further shows that the area was inhabited by early humans.[1]"
1660,"Federation of Rhodesia and Nyasaland election, 1953","https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland_election,_1953","Neville Barrett, the Federal Party member for Mrewa (Southern Rhodesia) died on 15 April 1957. The by-election to replace him was held on 6 June 1957."
1661,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"Rovos Rail of South Africa operates the Pride of Africa, a luxury train, that runs periodic tours from Cape Town to Dar es Salaam via the TAZARA.[12]"
1662,Zambia women's national rugby union team,https://en.wikipedia.org/wiki/Zambia_women%27s_national_rugby_union_team,"The Zambia women's national rugby union team are a national sporting side of Zambia, representing them at rugby union. The side first played in 2007."
1663,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,"For his wife there is a second barge. This one has a huge cattle egret (Nalwange) on top. The wings move like the ears of the elephant, up and down."
1664,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,"The past tense of verbs is marked by the suffix -ile (hamba ""I go, go!"", hambile ""I went""), and the future with the modal azi (azi hamba ""will go"")."
1665,Zambian Challenge Cup,https://en.wikipedia.org/wiki/Zambian_Challenge_Cup,"It was called BAT Challenge Cup (1962–68), Shell Challenge Cup (1969–1981) and BP Challenge Cup (since 1982) as sponsors withdrew from the country."
1666,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,"Concerning Zambia's membership in the ICC, Zambia has a Bilateral Immunity Agreement of protection for the United States military from prosecution."
1667,Lusaka International Airport,https://en.wikipedia.org/wiki/Lusaka_International_Airport,"The airport opened in 1967 as Lusaka International Airport.[5] It was renamed in 2011 in honour of Kenneth Kaunda, the nation's first president.[6]"
1668,Coat of arms of Zambia,https://en.wikipedia.org/wiki/Coat_of_arms_of_Zambia,The wavy black and white vertical lines also were present in the shield of the coat of arms of the Federation of Rhodesia and Nyasaland 1954-1963.
1669,Zambian pound,https://en.wikipedia.org/wiki/Zambian_pound,"In 1964, cupro-nickel 6 pence, 1 and 2 shilling coins were introduced, followed by a 5 Shillings in 1965, and holed, bronze 1 penny coins in 1966."
1670,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"There are efforts to expand student population from the area for ""day"" students for the secondary, as well as a beginning of a primary school.[5]"
1671,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"Although Zambia's penal code contains no explicit reference to consensual sex between females, Cap. 87, Section 155 legally covers lesbianism.[1]"
1672,Lake Bangweulu,https://en.wikipedia.org/wiki/Lake_Bangweulu,"It was found that infection with Schistosoma haematobium on the western shores of Lake Bangweulu, Zambia, is higher than previously reported.[9]"
1673,Zambia at the 1980 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1980_Summer_Olympics,"Zambia competed at the 1980 Summer Olympics in Moscow, USSR. The nation returned to the Olympic Games after boycotting the 1976 Summer Olympics."
1674,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"Chewa consonants can be plain (i.e. followed by a vowel), labialised (i.e. followed by w), or palatalised (i.e. followed by or combined with y):"
1675,Geography of Zambia,https://en.wikipedia.org/wiki/Geography_of_Zambia,"Zambia has a tropical climate, modified by the altitude of the country. There is a rainy season that runs from October/November to March/April."
1676,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"The prefixes in class 9 essentially indicate case: 'ku-' corresponds to 'to' or 'from', 'mu-' to 'in', 'into', or 'out of', and 'pa-' to 'at'."
1677,Livingstone Airport,https://en.wikipedia.org/wiki/Livingstone_Airport,"The shorter runway is 15/33. It is 4,501 feet (1,372 m) long and 98 feet (30 m) wide. It has a paved surface, but it has no runway lights.[10]"
1678,Demographics of Zambia,https://en.wikipedia.org/wiki/Demographics_of_Zambia,Registration of vital events is in Zambia not complete. The Population Departement of the United Nations prepared the following estimates. [6]
1679,Patriotic Front (Zambia),https://en.wikipedia.org/wiki/Patriotic_Front_(Zambia),"In 2016 Edgar Lungu won again as the president with 50.35%, beating Hakainde Hichilema, now the President of Zambia by 100,530 votes or 2.72%."
1680,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"There are over 260 species of carnivorans, the majority of which feed primarily on meat. They have a characteristic skull shape and dentition."
1681,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,The following tags are used to highlight each species' conservation status as assessed by the International Union for Conservation of Nature:
1682,Tonga language (Zambia),https://en.wikipedia.org/wiki/Tonga_language_(Zambia),"In these words, the original high tone of the root -sí has moved to the prefix ibu-, whereas the low tone of -su has not affected the prefix."
1683,Congo River,https://en.wikipedia.org/wiki/Congo_River,"Due to the vast number of rapids, in particular, the Livingstone Falls, this section of the river is not operated continuously by riverboats."
1684,Lake Kariba,https://en.wikipedia.org/wiki/Lake_Kariba,The portion of Lake Kariba which falls within Zimbabwe has been designated a Recreational Park within the Zimbabwe Parks and Wildlife Estate.
1685,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"In this scheme, the place of bya is taken by the palatalised affricate bza, and the place of gya is taken by ja, and sya is replaced by sha."
1686,Zambia Scouts Association,https://en.wikipedia.org/wiki/Zambia_Scouts_Association,"The Scout emblem of the Zambia Scouts Association features an eagle, a symbol in use since Zambia was a colonial branch of British Scouting."
1687,Zambia at the 2004 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_2004_Summer_Olympics,"Davis Mwale qualified at the 2003 All-Africa Games in Abuja, while Ellis Chibuye qualified at the African Boxing Championships in Botswana."
1688,Zambia at the 2000 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_2000_Summer_Olympics,"Zambia competed at the 2000 Summer Olympics in Sydney, Australia. None of the competitors from Zambia won medals in the 2000 Olympic games."
1689,First Quantum Minerals,https://en.wikipedia.org/wiki/First_Quantum_Minerals,"First Quantum Minerals reported Total CO2e emissions (Direct + Indirect) for 31 December 2019 at 3,539 Kt (+1,706/+93% year-over-year).[34]"
1690,First Quantum Minerals,https://en.wikipedia.org/wiki/First_Quantum_Minerals,"In 2016, First Quantum was ranked as being among the 13th best of 92 oil, gas, and mining companies on indigenous rights in the Arctic.[16]"
1691,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,"Lake Tana, the source of the Blue Nile, lies in the Ethiopian highlands north of the Rift Valley; however, it is not a Rift Valley lake.[4]"
1692,List of national parks of Zambia,https://en.wikipedia.org/wiki/List_of_national_parks_of_Zambia,"In approximate order of importance in terms of wildlife resources, the eight main functioning parks, all with access and accommodation are:"
1693,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"This ""scramble for Katanga"" was a prime example of the colonial Scramble for Africa, and one of the most dramatic incidents of that period."
1694,National Democratic Focus,https://en.wikipedia.org/wiki/National_Democratic_Focus,"In the National Assembly elections the NDF received 1% of the vote and won a single seat, taken by Mwila, who was elected in Nchelenge.[5]"
1695,Zambian Coca-Cola Cup,https://en.wikipedia.org/wiki/Zambian_Coca-Cola_Cup,This article about a Confederation of African Football association football competition is a stub. You can help Wikipedia by expanding it.
1696,Wildlife of Zambia,https://en.wikipedia.org/wiki/Wildlife_of_Zambia,"GMAs cover 15.6% of the country and forest reserves cover 7.2%, so 29.2% of the country is protected in theory (based on 1992 figures).[2]"
1697,Education in Zambia,https://en.wikipedia.org/wiki/Education_in_Zambia,"With the exception of a few top private schools, Zambian schools are chronically under-resourced and educational standards extremely low."
1698,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,"The first organisation focusing on helping people with disabilities, The Northern Rhodesia Society for the Blind, was formed in 1952.[22]"
1699,Christianity in Zambia,https://en.wikipedia.org/wiki/Christianity_in_Zambia,"""I go back to Africa to make an open path for Commerce and Christianity; do you carry out the work I have begun. I leave it with you"".[4]"
1700,Chitimukulu,https://en.wikipedia.org/wiki/Chitimukulu,Chitimukuli XI: Kapampa Mubanshi. Uyu Mwine luBemba alilwele ifibashi. Kanshi tashikwa na mu Mwalule iyoo; ena ashikwa ku ntulo ya Nsofu.
1701,"Africa House, The",https://en.wikipedia.org/wiki/The_Africa_House,"The Seattle Times praised The Africa House, calling it 'a stunning description of a time, a place, a man and two countries' politics'.[2]"
1702,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,The World Wide Fund for Nature has designated these lakes as one of its Global 200 priority ecoregions for conservation.[citation needed]
1703,Chitimukulu,https://en.wikipedia.org/wiki/Chitimukulu,"Chitimukulu III: Chilufya, mwana Chilufya Mulenga. Eo balumba ati: Chilufya wa mata yabili, pantu apyene banalume babili: Chiti na Nkole."
1704,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"The ""shrew-forms"" are insectivorous mammals. The shrews and solenodons closely resemble mice while the moles are stout-bodied burrowers."
1705,Barotseland,https://en.wikipedia.org/wiki/Barotseland,"A detailed investigation into the history of the Barotse was carried out in 1939 in connection with the Balovale Dispute, see below.[11]"
1706,Chimfunshi Wildlife Orphanage,https://en.wikipedia.org/wiki/Chimfunshi_Wildlife_Orphanage,"The orphanage is home to other rescued animals such as baboons, vervet monkeys, parrots, antelopes, owls, buzzards, sheep, and peacocks."
1707,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,The voting age in Zambia is 18. Voters are required to have a National Registration Card and a Voter's Card in order to cast their vote.
1708,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,There is an annual conference of primary school teachers at the school coordinated by Independent School Association of Zambia (ISAZ)[9]
1709,National Women's Lobby Group,https://en.wikipedia.org/wiki/National_Women%27s_Lobby_Group,"In 2016, President Edgar Lungu appointed eight women into his Cabinet, which was praised by ZNWL Executive Director Juliet Chibuta.[16]"
1710,Nshima,https://en.wikipedia.org/wiki/Nshima,Nsima is a dish made from maize flour (white cornmeal) and water and is a staple food in Zambia (nshima/ nsima) and Malawi (nsima).[26]
1711,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,"Kalambo Falls is also considered one of the most important archaeological sites in Africa, with occupation spanning over 250,000 years."
1712,Mofwe Lagoon,https://en.wikipedia.org/wiki/Mofwe_Lagoon,"The Mofwe Lagoon is the largest of several lagoons in the Luapula River swamps south of Lake Mweru, in the Luapula Province of Zambia."
1713,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,Zambia's Fifth National Development Plan has made some progress in helping people with disabilities in Zambia achieve equal status.[2]
1714,Zambia at the 1984 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1984_Summer_Olympics,"Zambia competed at the 1984 Summer Olympics in Los Angeles, United States. The nation won its first ever Olympic medal at these Games."
1715,Lake Mweru Wantipa,https://en.wikipedia.org/wiki/Lake_Mweru_Wantipa,"The main centre of population on the lake is the town of Kaputa, which also forms an administrative district of the Northern Province."
1716,Kafue Railway Bridge,https://en.wikipedia.org/wiki/Kafue_Railway_Bridge,The town of Kafue is at the bridge's northern end and the Kafue Bridge on the Great North Road is 9 kilometres (5.6 mi) downstream.[2]
1717,Shona language,https://en.wikipedia.org/wiki/Shona_language,"Shona and other languages of Southern and Eastern Africa include whistling sounds, (this should not be confused with whistled speech)."
1718,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"Traditionally, the club has always worn yellow and green home kits, with green and white as their away and third colors respectively."
1719,Nkana Red Devils,https://en.wikipedia.org/wiki/Nkana_Red_Devils,"Over the years, Nkana have accumulated a record of success having won the MTN/FAZ Super League Thirteen times, most recently in 2020."
1720,Rhodesian Man,https://en.wikipedia.org/wiki/Rhodesian_Man,"The derivation of Homo sapiens from Homo rhodesiensis has often been proposed, but is obscured by a fossil gap during 400–260 kya.[7]"
1721,Tonga language (Zambia),https://en.wikipedia.org/wiki/Tonga_language_(Zambia),"At least some speakers have a bilabial nasal click where neighboring dialects have /mw/, as in mwana 'child' and kunwa 'to drink'.[5]"
1722,Movement for Multiparty Democracy,https://en.wikipedia.org/wiki/Movement_for_Multiparty_Democracy,"Mwanawasa was re-elected in the 2006 general elections with 43% of the vote, with the MMD winning 72 seats in the National Assembly."
1723,Chipata Airport,https://en.wikipedia.org/wiki/Chipata_Airport,"This location is approximately 15 kilometres (9.3 mi) by road, northwest of the central business district of the town of Chipata.[6]"
1724,Zambia Consolidated Copper Mines,https://en.wikipedia.org/wiki/Zambia_Consolidated_Copper_Mines,"""There is need for the country to have increased ownership in the mines and ZCCM-IH is an engine which can facilitate the process."""
1725,Lozi language,https://en.wikipedia.org/wiki/Lozi_language,"Lozi uses the Latin script,[4][5] which was introduced by missionaries. In 1977, Zambia standardised the language's orthography.[6]"
1726,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,The main domestic competition is the Logan Cup which has a long history. This acquired first-class status from the 1993–94 season.
1727,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"(1) Subject to clauses (4), (5) and (7), no law shall make any provision that is discriminatory either of itself or in its effect."
1728,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"Instructional areas include eight classrooms, a science laboratory, a 30-station computer lab, agricultural areas, and library.[6]"
1729,Luapula Province border dispute,https://en.wikipedia.org/wiki/Luapula_Province_border_dispute,"This article deals with the disputed area on the borders of the Democratic Republic of the Congo and Zambia, in Luapula Province."
1730,Congo River,https://en.wikipedia.org/wiki/Congo_River,The river transports annually 86 million tonnes of suspended sediment to the Atlantic Ocean and an additional 6% of bedload.[10]
1731,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,"The bridge was originally referred to as the Great Zambesi or Zambezi Bridge, later becoming known as the Victoria Falls Bridge."
1732,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,Note: Flags indicate national team as defined under FIFA eligibility rules. Players may hold more than one non-FIFA nationality.
1733,Mosi-oa-Tunya National Park,https://en.wikipedia.org/wiki/Mosi-oa-Tunya_National_Park,"‘Mosi-oa-Tunya’ comes from the Kololo or Lozi language and the name is now used throughout Zambia, and in parts of Zimbabwe.[3]"
1734,Geography of Zambia,https://en.wikipedia.org/wiki/Geography_of_Zambia,"This is a list of the extreme points of Zambia, the points that are farther north, south, east or west than any other location."
1735,Zambian Coca-Cola Cup,https://en.wikipedia.org/wiki/Zambian_Coca-Cola_Cup,The Zambian Coca-Cola Cup is a football tournament held in Zambia and sponsored by Coca-Cola. It is a seasonal club tournament.
1736,Rhodesia and Nyasaland pound,https://en.wikipedia.org/wiki/Rhodesia_and_Nyasaland_pound,"The pound was the currency of the Federation of Rhodesia and Nyasaland. It was subdivided into 20 shillings, each of 12 pence."
1737,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"Another way of classifying the consonants is according to whether they are voiced, unvoiced, aspirated, nasal, or approximant:"
1738,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"In 2001, the club retained the name of Forest Rangers Football Club when ZAFFICO limited became the sole sponsors of the club."
1739,Zambia at the 1968 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1968_Summer_Olympics,"Zambia competed at the 1968 Summer Olympics in Mexico City, Mexico. Previously, the nation had competed as Northern Rhodesia."
1740,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,"The Southern Rift Valley lakes are like the Western Rift Valley lakes in that, with one exception, they are freshwater lakes."
1741,List of Presidents of Zambia,https://en.wikipedia.org/wiki/List_of_Presidents_of_Zambia,"The president is elected for a term of five years. Since 1991, the officeholder has been restricted to two consecutive terms."
1742,Lozi language,https://en.wikipedia.org/wiki/Lozi_language,The following is a sample text in Lozi of the Article 1 of the Universal Declaration of Human Rights (by the United Nations):
1743,Zambia national football team,https://en.wikipedia.org/wiki/Zambia_national_football_team,"The following is a list of match results from the previous 12 months, as well as any future matches that have been scheduled."
1744,Africa,https://en.wikipedia.org/wiki/Africa,"Between the 10,000–9,000 BC, pottery was independently invented in the region of Mali in the savannah of West Africa.[59][60]"
1745,Christianity in Zambia,https://en.wikipedia.org/wiki/Christianity_in_Zambia,"Livingstone inspired many Evangelicals in his speech at the Senate House in Cambridge University in 1857 in which he stated,"
1746,Baobab College,https://en.wikipedia.org/wiki/Baobab_College,"Baobab College (formerly Baobab Trust School) is an independent day and boarding school situated south of Lusaka, Zambia.[1]"
1747,Zambian Challenge Cup,https://en.wikipedia.org/wiki/Zambian_Challenge_Cup,"Before Zambian independence in 1964, it was known as Northern Rhodesian Challenge Cup, and only all-white teams could enter."
1748,Zambia Information and Communications Technology Authority,https://en.wikipedia.org/wiki/Zambia_Information_and_Communications_Technology_Authority,"According to their website, ZICTA's mandate is as follows. This is a paraphrase of the legislation.[1] ZICTA is mandated to:"
1749,Mulungushi Rock of Authority,https://en.wikipedia.org/wiki/Mulungushi_Rock_of_Authority,"In 1972 the UNIP founded an institute for labour studies, the President's Citizens College, near the Rock of Authority.[14]"
1750,Great East Road (Zambia),https://en.wikipedia.org/wiki/Great_East_Road_(Zambia),The Great East Road has 3 tollgates (one just east of Lusaka; one between Nyimba and Petauke; one just west of Chipata).[5]
1751,Zambia Davis Cup team,https://en.wikipedia.org/wiki/Zambia_Davis_Cup_team,Zambia competed in its first Davis Cup in 1990. Their best result was reaching the African Group II quarterfinals in 1991.
1752,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,Benhail Mukuka ( President) Chota Ngalande ( Vice President) Wisdom Musonda ( Vice Secretary) Blessings Siame ( Treasurer)
1753,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"The creation of the reservoir forced resettlement of about 57,000 Tonga people living along the Zambezi on both sides.[20]"
1754,Benguela railway,https://en.wikipedia.org/wiki/Benguela_railway,"In the Tolunda rail accident on 22 September 1994, damaged brakes caused a train to plunge into a canyon, killing 300.[26]"
1755,Judiciary of Zambia,https://en.wikipedia.org/wiki/Judiciary_of_Zambia,"This court can be categorized into three separate courts namely family courts, business court and industrial relations.[4]"
1756,Cuisine of Zambia,https://en.wikipedia.org/wiki/Zambian_cuisine,"Like the Bemba, the Chewa people also eat a porridge, called nsima, which is eaten with vegetables and used as a scoop.[7]"
1757,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,"Excluding Shibuyunji District (officially now part of Central Province), Lusaka Province has 7 districts as of March 2018."
1758,Lake Mweru Wantipa,https://en.wikipedia.org/wiki/Lake_Mweru_Wantipa,"The salinity also shows long term variation, it was reported as being freshwater in 1929 and 1939, but saline in 1949.[2]"
1759,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,"Inspections of the Boeing 707-300 fleet, made as a result of the crash, found another 38 aircraft with similar cracks.[2]"
1760,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"""Let your vision be world embracing, rather than confined to your own self."" Baháʼu'lláh (Tablets of Baháʼu'lláh, p. 87)"
1761,Chewa people,https://en.wikipedia.org/wiki/Chewa_people,"The Chewa (like the Nyanja, Tumbuka, Senga, Nsenga, Mang'anja) are a remnant of the Maravi (Malawi) people or empire.[1]"
1762,"Zambian general election, 2006","https://en.wikipedia.org/wiki/Zambian_general_election,_2006","The total electorate was 3,941,229 and 2,789,114 votes were cast of which 48,936 were spoilt. Voter turnout was 70.77%."
1763,Zambia national basketball team,https://en.wikipedia.org/wiki/Zambia_national_basketball_team,"Zambia had its best year in 1989 at the FIBA Africa Championship when it finished in Africa's Top Ten, ahead of Kenya."
1764,Hinduism in Zambia,https://en.wikipedia.org/wiki/Hinduism_in_Zambia,"Notable sects, such as the Alice Lenshina led Lumpa Church and the newly established Last Church of Order also exist."
1765,Zambian Cup,https://en.wikipedia.org/wiki/Zambian_Cup,The Zambia Cup or Mosi Cup is the top knockout tournament of the Zambian football. It was incorporated in 1962.[1][2]
1766,Kafue National Park,https://en.wikipedia.org/wiki/Kafue_National_Park,"Kafue National Park was established in the 1950s by Norman Carr, an influential British-Rhodesian conservationist.[1]"
1767,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"Forest Rangers F.C. is a football club from Ndola, Zambia currently playing in the top flight Zambian Premier League."
1768,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,The Litunga is accompanied on the journey by his Prime Minister and other local area chiefs known as the Indunas.[7]
1769,New Ndola Stadium,https://en.wikipedia.org/wiki/New_Ndola_Stadium,"The stadium is named after Levy Mwanawasa, the third President of Zambia, who served from 2002 to his death in 2008."
1770,BaLunda,https://en.wikipedia.org/wiki/BaLunda,"Some of the information is based on the German Wikipedia article on the Lunda (Königreich), which gives two sources:"
1771,North Luangwa National Park,https://en.wikipedia.org/wiki/North_Luangwa_National_Park,"Since 2005, the protected area is considered a Lion Conservation Unit together with South Luangwa National Park.[2]"
1772,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,Zone Z The final zone indicates a much poorer fringing forest and a reduced shift of vegetation growth at the time.
1773,South Luangwa National Park,https://en.wikipedia.org/wiki/South_Luangwa_National_Park,"Since 2005, the protected area is considered a Lion Conservation Unit together with North Luangwa National Park.[4]"
1774,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,"Stanley found also other names for the lake among different ethnic groups,like the Kimana, the Iemba and the Msaga."
1775,Zambia Consolidated Copper Mines,https://en.wikipedia.org/wiki/Zambia_Consolidated_Copper_Mines,"ZCCM Investments Holdings is a successor company to Zambia Consolidated Copper Mines Limited (ZCCM Ltd), of Zambia."
1776,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,"The initiator of the planning, Klaus Dierks, was subsequently dismissed as Chief Bridge Engineer of the territory."
1777,Mporokoso Group,https://en.wikipedia.org/wiki/Mporokoso_Group,This article about a specific stratigraphic formation in Africa is a stub. You can help Wikipedia by expanding it.
1778,Zambia national basketball team,https://en.wikipedia.org/wiki/Zambia_national_basketball_team,Roster for the AfroBasket 2021 qualification matches played on 22-26 January 2020 against Madagascar and Zimbabwe.
